"","siteid","estuaryname","stationno","samplecollectiondate","tide","transectreplicate","habitat","datacollector","dataentryperson","samplemetadatanotes","projectid","elevation_time","elevation_ellipsoid","elevation_units","elevation_corr","datum_latlong","elevation_timezone","elevation_orthometric","elevation_datum","method","plotreplicate","vegetated_cover","non_vegetated_cover","latitude","longitude","objectid","region","estuaryclass","mpastatus","estuarytype"
"1328","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",1,"Mid marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,95,5,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1329","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",1,"Mid marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1330","CC-CAR","Carmel River",2,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Jenny Balmagia, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,99,1,36.53846,-121.926814,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1331","CC-CAR","Carmel River",3,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,97,3,36.532939,-121.921635,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1332","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",1,"Mid marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1333","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",2,"Low marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,75,25,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1334","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",2,"Low marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,60,40,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1335","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",2,"Low marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,60,40,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1336","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",3,"High marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,100,0,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1337","CC-CAR","Carmel River",3,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,37,63,36.532828,-121.921534,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1338","CC-CAR","Carmel River",3,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,99,1,36.533039,-121.921427,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1339","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",3,"High marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,98,2,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1340","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,85,15,36.537044,-121.925616,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1341","Baja-SQ","Bahia de San Quintin",3,"2022-10-11","low",3,"High marsh","Liesl","JL","","Baja-rails","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,100,0,-88,-88,16,"Baja","Embayment","NON-MPA","Perennially Open"
"1342","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,62,38,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1343","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,62,38,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1344","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,85,15,36.537243,-121.925776,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1345","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,85,15,36.537179,-121.925455,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1346","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,62,38,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1347","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",2,"Mid marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1348","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",2,"Mid marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,99,1,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1349","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,85,15,36.537348,-121.925653,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1350","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,37,63,36.538544,-121.927135,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1351","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",2,"Mid marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1352","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",3,"Mid marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,85,15,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1353","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",3,"Mid marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,97,3,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1354","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26","Not recorded",3,"Mid marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1355","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,97,3,36.538689,-121.926915,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1356","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,84,16,36.538427,-121.926972,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1357","CC-ADLC","Arroyo de la Cruz",1,"2021-10-28","Not recorded",1,"Low marsh","Jay Ryan, Sarah Stoner-Duncan","Jay Ryan","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,47,53,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1358","CC-ADLC","Arroyo de la Cruz",1,"2021-10-28","Not recorded",1,"Low marsh","Jay Ryan, Sarah Stoner-Duncan","Jay Ryan","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,34,66,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1359","CC-ADLC","Arroyo de la Cruz",1,"2021-10-28","Not recorded",1,"Low marsh","Jay Ryan, Sarah Stoner-Duncan","Jay Ryan","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,70,30,-88,-88,11,"Central","Lagoonal","MPA","Temporarily Closed"
"1360","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,15,85,36.538577,-121.926757,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1361","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,99,1,36.53294,-121.92165,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1362","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1363","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1364","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1365","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,96,4,36.5328,-121.92144,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1366","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1367","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1368","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1369","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",3,"High marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1370","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,82,18,36.533013,-121.921621,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1371","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",3,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,62,38,36.533041,-121.921581,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1372","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",3,"High marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1373","CC-CAR","Carmel River",1,"2021-03-17","Not recorded",3,"High marsh","Maya Vavra, Jenny Balmagia","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1374","CC-CAR","Carmel River",2,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Jenny Balmagia, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,37,63,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1375","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",3,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,34,66,36.53291,-121.921386,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1376","CC-MCS","Moro Cojo Slough",1,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,97,3,36.79975,-121.78461,13,"Central","Embayment","MPA","Perennially Open"
"1377","CC-CAR","Carmel River",2,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Jenny Balmagia, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,97,3,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1378","CC-CAR","Carmel River",2,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Jenny Balmagia, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,37,63,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1379","CC-CAR","Carmel River",2,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Jenny Balmagia, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,15,85,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1380","CC-MCS","Moro Cojo Slough",1,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,85,15,36.79971,-121.78446,13,"Central","Embayment","MPA","Perennially Open"
"1381","CC-MCS","Moro Cojo Slough",1,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,99,1,36.79976,-121.78442,13,"Central","Embayment","MPA","Perennially Open"
"1382","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,2,98,34.034294,-118.683061,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1383","CC-CAR","Carmel River",2,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Jenny Balmagia, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1384","CC-CAR","Carmel River",2,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Jenny Balmagia, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1385","CC-CAR","Carmel River",3,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,97,3,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1386","CC-MCS","Moro Cojo Slough",1,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,99,1,36.7997,-121.7846,13,"Central","Embayment","MPA","Perennially Open"
"1387","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,62,38,36.79567,-121.7831,13,"Central","Embayment","MPA","Perennially Open"
"1388","CC-CAR","Carmel River",3,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1389","CC-CAR","Carmel River",3,"2021-03-17","Not recorded",1,"Low marsh","Maya Vavra, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,97,3,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1390","CC-CAR","Carmel River",3,"2021-03-17","Not recorded",2,"Mid marsh","Maya Vavra, Hannah Travers","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1391","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,85,15,36.79561,-121.78296,13,"Central","Embayment","MPA","Perennially Open"
"1392","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,99,1,36.79566,-121.7831,13,"Central","Embayment","MPA","Perennially Open"
"1393","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,37,63,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1394","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,84,16,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1395","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1396","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,99,1,36.79559,-121.78296,13,"Central","Embayment","MPA","Perennially Open"
"1397","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,97,3,36.797381,-121.769156,13,"Central","Embayment","MPA","Perennially Open"
"1398","SC-NEW","Newport Bay",1,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,60,40,33.622223,-117.891689,8,"South","Embayment","MPA","Perennially Open"
"1399","CC-CAR","Carmel River",1,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1400","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,96,4,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1401","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,85,15,36.797317,-121.769009,13,"Central","Embayment","MPA","Perennially Open"
"1402","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,99,1,36.797439,-121.769104,13,"Central","Embayment","MPA","Perennially Open"
"1403","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,70,30,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1404","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,96,4,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1405","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,96,4,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1406","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,99,1,36.797361,-121.768986,13,"Central","Embayment","MPA","Perennially Open"
